#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: m21_s120_filt_rs_ref_el_bins
#  filename..................: m21_s120_filt_rs_ref_el.set
#  filepath..................: Z:\PROJECTS\MPH_H\MORPH21\dat\erp\S120\
#  nchan.....................: 33
#  pnts......................: 232670
#  srate.....................: 200
#  nevents...................: 901
#  generated by (bdf)........: Z:\PROJECTS\MPH_H\MORPH21\dat\erp\bdf\m21_by_category_BDF.txt
#  generated by (set)........: m21_s120_filt_rs_ref_el_bins
#  reported in ..............: 
#  prog Version..............: 5.0.0.0
#  creation date.............: 12-Jul-2019 09:46:34
#  user Account..............: Documents
# 
#  Non-editable header end --------------------------------------------------------------------------------

	bin 1,	# 50,	Critical word small family                                                                          
	bin 2,	# 50,	Critical word large family                                                                          
	bin 3,	# 25,	nonword small complex                                                                               
	bin 4,	# 25,	nonword large complex                                                                               
	bin 5,	# 25,	nonword small simple                                                                                
	bin 6,	# 25,	nonword large simple                                                                                
	bin 7,	# 50,	filler word                                                                                         
	bin 8,	# 50,	filler nonword                                                                                      



# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	    -99	        boundary	      0.0000	      0.00	    NaN	    00000000     00000000	   1	[       ]
2     	0     	    208	              ""	     17.4260	  17426.00	    2.0	    00000000     00000000	   1	[      8]
3     	0     	    221	              ""	     18.5060	   1080.00	    2.0	    00000000     00000000	   1	[       ]
4     	0     	     25	              ""	     18.7120	    206.00	    2.0	    00000000     00000000	   1	[       ]
5     	0     	    207	              ""	     20.4180	   1706.00	    2.0	    00000000     00000000	   1	[      7]
6     	0     	    220	              ""	     21.5220	   1104.00	    2.0	    00000000     00000000	   1	[       ]
7     	0     	     15	              ""	     21.7800	    258.00	    2.0	    00000000     00000000	   1	[       ]
8     	0     	    205	              ""	     23.4100	   1630.00	    2.0	    00000000     00000000	   1	[      5]
9     	0     	    221	              ""	     24.4960	   1086.00	    2.0	    00000000     00000000	   1	[       ]
10    	0     	     19	              ""	     26.2620	   1766.00	    2.0	    00000000     00000000	   1	[       ]
11    	0     	    206	              ""	     28.0180	   1756.00	    2.0	    00000000     00000000	   1	[      6]
12    	0     	    220	              ""	     29.0920	   1074.00	    2.0	    00000000     00000000	   1	[       ]
13    	0     	     25	              ""	     29.3460	    254.00	    2.0	    00000000     00000000	   1	[       ]
14    	0     	    202	              ""	     30.9760	   1630.00	    2.0	    00000000     00000000	   1	[      2]
15    	0     	    220	              ""	     32.0580	   1082.00	    2.0	    00000000     00000000	   1	[       ]
16    	0     	      8	              ""	     32.4620	    404.00	    2.0	    00000000     00000000	   1	[       ]
17    	0     	    201	              ""	     34.1020	   1640.00	    2.0	    00000000     00000000	   1	[      1]
18    	0     	    220	              ""	     35.1920	   1090.00	    2.0	    00000000     00000000	   1	[       ]
19    	0     	     21	              ""	     37.0060	   1814.00	    2.0	    00000000     00000000	   1	[       ]
20    	0     	    208	              ""	     38.6700	   1664.00	    2.0	    00000000     00000000	   1	[      8]
21    	0     	    220	              ""	     39.7700	   1100.00	    2.0	    00000000     00000000	   1	[       ]
22    	0     	     40	              ""	     39.9720	    202.00	    2.0	    00000000     00000000	   1	[       ]
23    	0     	    207	              ""	     41.6120	   1640.00	    2.0	    00000000     00000000	   1	[      7]
24    	0     	    220	              ""	     42.6900	   1078.00	    2.0	    00000000     00000000	   1	[       ]
25    	0     	     25	              ""	     43.0980	    408.00	    2.0	    00000000     00000000	   1	[       ]
26    	0     	    206	              ""	     44.8620	   1764.00	    2.0	    00000000     00000000	   1	[      6]
27    	0     	    220	              ""	     45.9460	   1084.00	    2.0	    00000000     00000000	   1	[       ]
28    	0     	     22	              ""	     47.8140	   1868.00	    2.0	    00000000     00000000	   1	[       ]
29    	0     	    203	              ""	     49.5200	   1706.00	    2.0	    00000000     00000000	   1	[      3]
30    	0     	    220	              ""	     50.6200	   1100.00	    2.0	    00000000     00000000	   1	[       ]
31    	0     	     10	              ""	     50.8220	    202.00	    2.0	    00000000     00000000	   1	[       ]
32    	0     	    208	              ""	     52.5700	   1748.00	    2.0	    00000000     00000000	   1	[      8]
33    	0     	    220	              ""	     53.6940	   1124.00	    2.0	    00000000     00000000	   1	[       ]
34    	0     	      9	              ""	     53.9500	    256.00	    2.0	    00000000     00000000	   1	[       ]
35    	0     	    208	              ""	     55.6380	   1688.00	    2.0	    00000000     00000000	   1	[      8]
36    	0     	    220	              ""	     56.7200	   1082.00	    2.0	    00000000     00000000	   1	[       ]
37    	0     	     37	              ""	     58.4820	   1762.00	    2.0	    00000000     00000000	   1	[       ]
38    	0     	    207	              ""	     60.2640	   1782.00	    2.0	    00000000     00000000	   1	[      7]
39    	0     	    220	              ""	     61.3400	   1076.00	    2.0	    00000000     00000000	   1	[       ]
40    	0     	     17	              ""	     61.7000	    360.00	    2.0	    00000000     00000000	   1	[       ]
41    	0     	    201	              ""	     63.3640	   1664.00	    2.0	    00000000     00000000	   1	[      1]
42    	0     	    221	              ""	     64.4440	   1080.00	    2.0	    00000000     00000000	   1	[       ]
43    	0     	     44	              ""	     64.7000	    256.00	    2.0	    00000000     00000000	   1	[       ]
44    	0     	    201	              ""	     66.4460	   1746.00	    2.0	    00000000     00000000	   1	[      1]
45    	0     	    220	              ""	     67.5440	   1098.00	    2.0	    00000000     00000000	   1	[       ]
46    	0     	      5	              ""	     69.4580	   1914.00	    2.0	    00000000     00000000	   1	[       ]
